rxns_subSystems1	rxns_subSystems2
EX_CE7096[e]	Transport, mitochondrial * Transport, extracellular * Transport, extracellular * Tyrosine metabolism * Transport, mitochondrial * Ubiquinone synthesis * Tyrosine metabolism * Tryptophan metabolism * Ubiquinone synthesis * Transport, extracellular * Transport, extracellular * Transport, extracellular
EX_CE4877[e]	Transport, mitochondrial * Transport, extracellular * Transport, extracellular * Tyrosine metabolism * Transport, mitochondrial * Valine, leucine, and isoleucine metabolism * Sphingolipid metabolism * Ubiquinone synthesis * Ubiquinone synthesis * Transport, extracellular * Transport, extracellular * Transport, extracellular
EX_CE1447[e]	Transport, mitochondrial * Transport, extracellular * Transport, extracellular * Tyrosine metabolism * Transport, mitochondrial * Ubiquinone synthesis * Valine, leucine, and isoleucine metabolism * Valine, leucine, and isoleucine metabolism * Ubiquinone synthesis * Transport, extracellular * Transport, extracellular * Transport, extracellular
EX_CE2006[e]	Transport, mitochondrial * Transport, extracellular * Transport, extracellular * Tyrosine metabolism * Transport, mitochondrial * Tyrosine metabolism * Tyrosine metabolism * Tyrosine metabolism * Ubiquinone synthesis * Transport, extracellular * Transport, extracellular * Transport, extracellular
CE1401te	Tyrosine metabolism * Transport, mitochondrial * Ubiquinone synthesis * Valine, leucine, and isoleucine metabolism * Tyrosine metabolism * Ubiquinone synthesis * Transport, mitochondrial * Transport, extracellular
EX_CE1401[e]	Transport, mitochondrial * Transport, extracellular * Transport, extracellular * Tyrosine metabolism * Transport, mitochondrial * Ubiquinone synthesis * Valine, leucine, and isoleucine metabolism * Tyrosine metabolism * Ubiquinone synthesis * Transport, extracellular * Transport, extracellular * Transport, extracellular
GLUCYSte	Taurine and hypotaurine metabolism * Tyrosine metabolism * Transport, mitochondrial * Tyrosine metabolism * Transport, extracellular * Arginine and proline metabolism * Transport, mitochondrial * Transport, extracellular
EX_glucys[e]	Transport, mitochondrial * Transport, extracellular * Transport, extracellular * Transport, extracellular * Transport, extracellular * Transport, endoplasmic reticular * Heme synthesis * Transport, mitochondrial * Transport, lysosomal * Transport, extracellular * Transport, extracellular * Transport, extracellular
EX_n8aspmd[e]	Transport, mitochondrial * Transport, extracellular * Transport, extracellular * Transport, mitochondrial * Sphingolipid metabolism * Transport, extracellular * Transport, lysosomal * Transport, mitochondrial * Transport, lysosomal * Transport, lysosomal * Transport, extracellular * Transport, extracellular * Transport, extracellular
EX_CE6205[e]	Transport, mitochondrial * Transport, extracellular * Transport, extracellular * Tyrosine metabolism * Transport, mitochondrial * Ubiquinone synthesis * Tyrosine metabolism * Tyrosine metabolism * Transport, mitochondrial * Transport, extracellular * Transport, extracellular * Transport, extracellular
MELATNte	Tyrosine metabolism * Transport, mitochondrial * Tyrosine metabolism * Transport, mitochondrial * Tyrosine metabolism * Tyrosine metabolism * Transport, mitochondrial * Transport, extracellular
EX_melatn[e]	Transport, mitochondrial * Transport, extracellular * Transport, extracellular * Transport, lysosomal * Transport, extracellular * Transport, extracellular * Transport, extracellular * Transport, mitochondrial * Transport, mitochondrial * Transport, extracellular * Transport, extracellular * Transport, extracellular
6HOXMELATNte	Ubiquinone synthesis * Methionine and cysteine metabolism * Transport, mitochondrial * Transport, extracellular * Tyrosine metabolism * Transport, mitochondrial * Tyrosine metabolism * Transport, mitochondrial * Tyrosine metabolism * Tyrosine metabolism * Transport, mitochondrial * Transport, extracellular
EX_6hoxmelatn[e]	Transport, mitochondrial * Transport, extracellular * Transport, extracellular * Ubiquinone synthesis * Tryptophan metabolism * Transport, lysosomal * Transport, lysosomal * Transport, lysosomal * Transport, extracellular * Transport, extracellular * Transport, extracellular * Transport, mitochondrial * Transport, mitochondrial * Transport, extracellular * Transport, extracellular * Transport, extracellular
EX_trypta[e]	Transport, mitochondrial * Transport, extracellular * Transport, extracellular * Transport, mitochondrial * Transport, endoplasmic reticular * Transport, mitochondrial * Transport, mitochondrial * Transport, mitochondrial * Transport, extracellular * Transport, extracellular * Transport, extracellular * Transport, extracellular
C10164te	Tyrosine metabolism * Ubiquinone synthesis * Tyrosine metabolism * Ubiquinone synthesis * Ubiquinone synthesis * Valine, leucine, and isoleucine metabolism * Transport, mitochondrial * Transport, extracellular
EX_C10164[e]	Transport, mitochondrial * Transport, extracellular * Transport, extracellular * Tyrosine metabolism * Ubiquinone synthesis * Tyrosine metabolism * Ubiquinone synthesis * Ubiquinone synthesis * Valine, leucine, and isoleucine metabolism * Transport, extracellular * Transport, extracellular * Transport, extracellular
EX_CE4890[e]	Transport, mitochondrial * Transport, extracellular * Transport, extracellular * Tyrosine metabolism * Transport, mitochondrial * Valine, leucine, and isoleucine metabolism * Sphingolipid metabolism * Tryptophan metabolism * Tyrosine metabolism * Transport, extracellular * Transport, extracellular * Transport, extracellular
EX_C09642[e]	Transport, mitochondrial * Transport, extracellular * Transport, extracellular * Tyrosine metabolism * Tyrosine metabolism * Tryptophan metabolism * Ubiquinone synthesis * Valine, leucine, and isoleucine metabolism * Tyrosine metabolism * Transport, extracellular * Transport, extracellular * Transport, extracellular
C05769te2	Tyrosine metabolism * Tyrosine metabolism * Transport, mitochondrial * Ubiquinone synthesis * Ubiquinone synthesis * Tryptophan metabolism * Transport, mitochondrial * Transport, extracellular * Tyrosine metabolism
EX_C05769[e]	Transport, mitochondrial * Transport, extracellular * Transport, extracellular * Tyrosine metabolism * Tyrosine metabolism * Transport, mitochondrial * Ubiquinone synthesis * Ubiquinone synthesis * Tryptophan metabolism * Transport, extracellular * Transport, extracellular * Transport, extracellular
C05767te	Tyrosine metabolism * Tyrosine metabolism * Transport, mitochondrial * Ubiquinone synthesis * Ubiquinone synthesis * Ubiquinone synthesis * Transport, mitochondrial * Transport, extracellular
EX_C05767[e]	Transport, mitochondrial * Transport, extracellular * Transport, extracellular * Tyrosine metabolism * Tyrosine metabolism * Transport, mitochondrial * Ubiquinone synthesis * Ubiquinone synthesis * Ubiquinone synthesis * Transport, extracellular * Transport, extracellular * Transport, extracellular
C05770te3	Tyrosine metabolism * Tyrosine metabolism * Transport, mitochondrial * Ubiquinone synthesis * Ubiquinone synthesis * Tyrosine metabolism * Transport, mitochondrial * Transport, extracellular * Transport, nuclear
EX_C05770[e]	Transport, mitochondrial * Transport, extracellular * Transport, extracellular * Tyrosine metabolism * Tyrosine metabolism * Transport, mitochondrial * Ubiquinone synthesis * Ubiquinone synthesis * Tyrosine metabolism * Transport, extracellular * Transport, extracellular * Transport, extracellular
EX_mhista[e]	Transport, mitochondrial * Transport, extracellular * Transport, extracellular * Transport, lysosomal * Tryptophan metabolism * Tryptophan metabolism * Transport, lysosomal * Transport, mitochondrial * Transport, extracellular * Transport, extracellular * Transport, extracellular * Transport, extracellular
PPBNGte	Ubiquinone synthesis * Ubiquinone synthesis * Tyrosine metabolism * Tyrosine metabolism * Taurine and hypotaurine metabolism * Transport, mitochondrial * Transport, extracellular
EX_ppbng[e]	Transport, mitochondrial * Transport, extracellular * Transport, extracellular * Transport, mitochondrial * Transport, mitochondrial * Transport, endoplasmic reticular * Transport, mitochondrial * Transport, extracellular * Transport, extracellular * Transport, extracellular * Transport, extracellular
EX_13dampp[e]	Transport, mitochondrial * Transport, extracellular * Transport, extracellular * Ubiquinone synthesis * Transport, nuclear * Transport, lysosomal * Transport, extracellular * Transport, lysosomal * Transport, mitochondrial * Transport, mitochondrial * Transport, extracellular * Transport, extracellular * Transport, extracellular
EX_mma[e]	Transport, mitochondrial * Transport, extracellular * Transport, extracellular * Transport, lysosomal * Transport, lysosomal * Transport, extracellular * Transport, extracellular * Transport, extracellular * Transport, extracellular
12PPDRte	Ubiquinone synthesis * Tyrosine metabolism * Ubiquinone synthesis * Ubiquinone synthesis * Tyrosine metabolism * Transport, extracellular * Transport, mitochondrial * Transport, extracellular
EX_12ppd_R[e]	Transport, mitochondrial * Transport, extracellular * Transport, extracellular * Ubiquinone synthesis * Tyrosine metabolism * Transport, mitochondrial * Transport, mitochondrial * Transport, lysosomal * Transport, extracellular * Transport, extracellular * Transport, extracellular * Transport, extracellular * Transport, extracellular
AMETAMte	Transport, mitochondrial * Tyrosine metabolism * Transport, mitochondrial * Tyrosine metabolism * Transport, mitochondrial * Tyrosine metabolism * Transport, mitochondrial * Transport, extracellular
EX_ametam[e]	Transport, mitochondrial * Transport, extracellular * Transport, extracellular * Transport, extracellular * Transport, lysosomal * Transport, extracellular * Transport, mitochondrial * Transport, extracellular * Transport, lysosomal * Transport, extracellular * Transport, extracellular * Transport, extracellular
XYLULte	Transport, extracellular * Transport, extracellular * Tyrosine metabolism * Transport, mitochondrial * Tyrosine metabolism * Transport, mitochondrial * Transport, extracellular
EX_xylu_L[e]	Transport, mitochondrial * Transport, extracellular * Transport, extracellular * Transport, lysosomal * Transport, mitochondrial * Transport, extracellular * Transport, endoplasmic reticular * Transport, extracellular * Tyrosine metabolism * Transport, extracellular * Transport, extracellular * Transport, extracellular
XYLUDte	Transport, extracellular * Transport, extracellular * Tyrosine metabolism * Transport, mitochondrial * Tyrosine metabolism * Transport, mitochondrial * Transport, extracellular
EX_xylu_D[e]	Transport, mitochondrial * Transport, extracellular * Transport, extracellular * Transport, lysosomal * Transport, mitochondrial * Transport, extracellular * Transport, endoplasmic reticular * Transport, extracellular * Tyrosine metabolism * Transport, extracellular * Transport, extracellular * Transport, extracellular
GLCNte	Taurine and hypotaurine metabolism * Tyrosine metabolism * Tyrosine metabolism * Tyrosine metabolism * Transport, mitochondrial * Transport, extracellular
CE0737te	Tyrosine metabolism * Transport, mitochondrial * Tyrosine metabolism * Ubiquinone synthesis * Transport, nuclear * Ubiquinone synthesis * Transport, mitochondrial * Transport, extracellular
EX_CE0737[e]	Transport, mitochondrial * Transport, extracellular * Transport, extracellular * Tyrosine metabolism * Transport, mitochondrial * Tyrosine metabolism * Ubiquinone synthesis * Transport, nuclear * Ubiquinone synthesis * Transport, extracellular * Transport, extracellular * Transport, extracellular
SPHGNSte	Arginine and proline metabolism * Ubiquinone synthesis * Methionine and cysteine metabolism * Taurine and hypotaurine metabolism * Tyrosine metabolism * Arginine and proline metabolism * Transport, mitochondrial * Transport, extracellular
EX_sphings[e]	Transport, mitochondrial * Transport, extracellular * Transport, extracellular * Transport, lysosomal * Transport, mitochondrial * Tryptophan metabolism * Tryptophan metabolism * Transport, mitochondrial * Transport, extracellular * Transport, lysosomal * Transport, extracellular * Transport, extracellular * Transport, extracellular
HDD2CRNte	Methionine and cysteine metabolism * Tyrosine metabolism * Tyrosine metabolism * Tyrosine metabolism * Tyrosine metabolism * Transport, extracellular * Tyrosine metabolism * Transport, mitochondrial * Transport, extracellular
EX_hdd2crn[e]	Transport, mitochondrial * Transport, extracellular * Transport, extracellular * Tryptophan metabolism * Transport, lysosomal * Transport, lysosomal * Tyrosine metabolism * Heme synthesis * Transport, endoplasmic reticular * Transport, mitochondrial * Transport, extracellular * Transport, extracellular * Transport, extracellular
IM4ACte	Methionine and cysteine metabolism * Tyrosine metabolism * Valine, leucine, and isoleucine metabolism * Transport, mitochondrial * Tyrosine metabolism * Transport, mitochondrial * Transport, extracellular
EX_im4ac[e]	Transport, mitochondrial * Transport, extracellular * Transport, extracellular * Tryptophan metabolism * Transport, lysosomal * Valine, leucine, and isoleucine metabolism * Transport, extracellular * Heme synthesis * Transport, extracellular * Transport, extracellular * Transport, extracellular
EX_CE1918[e]	Transport, mitochondrial * Transport, extracellular * Transport, extracellular * Tyrosine metabolism * Transport, mitochondrial * Ubiquinone synthesis * Tryptophan metabolism * Ubiquinone synthesis * Sphingolipid metabolism * Transport, extracellular * Transport, extracellular * Transport, extracellular
EX_mlthf[e]	Transport, mitochondrial * Transport, extracellular * Transport, extracellular * Transport, lysosomal * Transport, extracellular * Transport, mitochondrial * Tryptophan metabolism * Tryptophan metabolism * Transport, extracellular * Transport, extracellular * Transport, extracellular
EX_ppp9[e]	Transport, mitochondrial * Transport, extracellular * Transport, extracellular * Transport, mitochondrial * Transport, mitochondrial * Transport, mitochondrial * Tryptophan metabolism * Transport, extracellular * Transport, extracellular * Transport, extracellular
AACTte	Transport, mitochondrial * Transport, mitochondrial * Tyrosine metabolism * Tyrosine metabolism * Transport, mitochondrial * Transport, extracellular
EX_aact[e]	Transport, mitochondrial * Transport, extracellular * Transport, extracellular * Transport, extracellular * Transport, extracellular * Heme synthesis * Transport, mitochondrial * Transport, extracellular * Transport, extracellular * Transport, extracellular
EX_CE2705[e]	Transport, mitochondrial * Transport, extracellular * Transport, extracellular * Tyrosine metabolism * Transport, mitochondrial * Tyrosine metabolism * Ubiquinone synthesis * Tyrosine metabolism * Transport, mitochondrial * Transport, extracellular * Transport, extracellular * Transport, extracellular
SPHGNte	Arginine and proline metabolism * Ubiquinone synthesis * Methionine and cysteine metabolism * Taurine and hypotaurine metabolism * Tyrosine metabolism * Transport, mitochondrial * Transport, extracellular
EX_sphgn[e]	Transport, mitochondrial * Transport, extracellular * Transport, extracellular * Transport, lysosomal * Transport, mitochondrial * Tryptophan metabolism * Transport, extracellular * Transport, mitochondrial * Transport, extracellular * Transport, extracellular * Transport, extracellular
SELMETHt2e	Arginine and proline metabolism * Transport, mitochondrial * Tyrosine metabolism * Tyrosine metabolism * Transport, mitochondrial * Tyrosine metabolism * Methionine and cysteine metabolism * Transport, mitochondrial * Tyrosine metabolism * Transport, extracellular
EX_N1aspmd[e]	Transport, mitochondrial * Transport, extracellular * Transport, extracellular * Tyrosine metabolism * Ubiquinone synthesis * Transport, extracellular * Transport, lysosomal * Transport, mitochondrial * Transport, lysosomal * Transport, lysosomal * Transport, extracellular * Transport, extracellular * Transport, extracellular
C13856te	Tyrosine metabolism * Ubiquinone synthesis * Transport, nuclear * Sphingolipid metabolism * Transport, mitochondrial * Ubiquinone synthesis * Transport, mitochondrial * Transport, extracellular
EX_1a25dhvitd3[e]	Transport, mitochondrial * Transport, extracellular * Transport, extracellular * Ubiquinone synthesis * Transport, extracellular * Tyrosine metabolism * Transport, mitochondrial * Transport, lysosomal * Tryptophan metabolism * Transport, lysosomal * Tryptophan metabolism * Transport, mitochondrial * Transport, lysosomal * Transport, nuclear * Transport, extracellular * Transport, extracellular * Transport, extracellular
PRISTte	Ubiquinone synthesis * Transport, extracellular * Methionine and cysteine metabolism * Arginine and proline metabolism * Tyrosine metabolism * Transport, mitochondrial * Transport, extracellular
EX_prist[e]	Transport, mitochondrial * Transport, extracellular * Transport, extracellular * Transport, mitochondrial * Transport, endoplasmic reticular * Tryptophan metabolism * Transport, lysosomal * Transport, mitochondrial * Transport, extracellular * Transport, extracellular * Transport, extracellular
CE2049te	Tyrosine metabolism * Transport, mitochondrial * Tyrosine metabolism * Tyrosine metabolism * Valine, leucine, and isoleucine metabolism * Tryptophan metabolism * Transport, mitochondrial * Transport, extracellular
EX_CE2049[e]	Transport, mitochondrial * Transport, extracellular * Transport, extracellular * Tyrosine metabolism * Transport, mitochondrial * Tyrosine metabolism * Tyrosine metabolism * Valine, leucine, and isoleucine metabolism * Tryptophan metabolism * Transport, extracellular * Transport, extracellular * Transport, extracellular
CE2047te	Tyrosine metabolism * Transport, mitochondrial * Tyrosine metabolism * Tyrosine metabolism * Valine, leucine, and isoleucine metabolism * Ubiquinone synthesis * Transport, mitochondrial * Transport, extracellular
EX_CE2047[e]	Transport, mitochondrial * Transport, extracellular * Transport, extracellular * Tyrosine metabolism * Transport, mitochondrial * Tyrosine metabolism * Tyrosine metabolism * Valine, leucine, and isoleucine metabolism * Ubiquinone synthesis * Transport, extracellular * Transport, extracellular * Transport, extracellular
LANOSTte	Tyrosine metabolism * Transport, mitochondrial * Tyrosine metabolism * Transport, mitochondrial * Arginine and proline metabolism * Tyrosine metabolism * Transport, mitochondrial * Transport, extracellular
FDPte	Taurine and hypotaurine metabolism * Tyrosine metabolism * Ubiquinone synthesis * Transport, mitochondrial * Transport, extracellular
EX_fdp[e]	Transport, mitochondrial * Transport, extracellular * Transport, extracellular * Tryptophan metabolism * Transport, lysosomal * Transport, mitochondrial * Transport, extracellular * Transport, extracellular * Transport, extracellular
EX_coke[e]	Transport, mitochondrial * Transport, extracellular * Transport, extracellular * Heme synthesis * Transport, lysosomal * Transport, extracellular * Transport, extracellular * Transport, extracellular * Transport, extracellular * Transport, extracellular
COKEte	Tyrosine metabolism * Transport, mitochondrial * Methionine and cysteine metabolism * Transport, mitochondrial * Transport, mitochondrial * Transport, extracellular
COKEtr	Tyrosine metabolism * Transport, mitochondrial * Methionine and cysteine metabolism * Transport, mitochondrial * Transport, mitochondrial * Transport, endoplasmic reticular
EX_5a2opntn[e]	Transport, mitochondrial * Transport, extracellular * Transport, extracellular * Transport, mitochondrial * Transport, extracellular * Tyrosine metabolism * Transport, lysosomal * Transport, mitochondrial * Transport, mitochondrial * Transport, mitochondrial * Transport, mitochondrial * Transport, extracellular * Transport, extracellular * Transport, extracellular
5A2OPNTNte	Transport, mitochondrial * Transport, mitochondrial * Tyrosine metabolism * Transport, mitochondrial * Ubiquinone synthesis * Tyrosine metabolism * Tyrosine metabolism * Tyrosine metabolism * Transport, mitochondrial * Transport, extracellular
5A2OPNTNtx	Transport, mitochondrial * Transport, mitochondrial * Tyrosine metabolism * Transport, mitochondrial * Ubiquinone synthesis * Tyrosine metabolism * Tyrosine metabolism * Tyrosine metabolism * Transport, mitochondrial * Transport, lysosomal
ARG_Dtx	Transport, mitochondrial * Transport, extracellular * Taurine and hypotaurine metabolism * Transport, extracellular * Tyrosine metabolism * Transport, mitochondrial * Transport, lysosomal
ARG_Dte	Transport, mitochondrial * Transport, extracellular * Taurine and hypotaurine metabolism * Transport, extracellular * Tyrosine metabolism * Transport, mitochondrial * Transport, extracellular
EX_arg_D[e]	Transport, mitochondrial * Transport, extracellular * Transport, extracellular * Transport, extracellular * Transport, endoplasmic reticular * Transport, extracellular * Transport, extracellular * Tyrosine metabolism * Transport, extracellular * Transport, extracellular * Transport, extracellular
LANOSTtr	Tyrosine metabolism * Transport, mitochondrial * Tyrosine metabolism * Transport, mitochondrial * Arginine and proline metabolism * Tyrosine metabolism * Transport, mitochondrial * Transport, endoplasmic reticular
EX_idl_hs[e]	Transport, mitochondrial * Transport, extracellular * Transport, extracellular * Tryptophan metabolism * Transport, lysosomal * Transport, extracellular * Transport, extracellular * Tryptophan metabolism * Transport, lysosomal * Transport, extracellular * Transport, extracellular * Transport, extracellular
EX_ldl_hs[e]	Transport, mitochondrial * Transport, extracellular * Transport, extracellular * Transport, extracellular * Transport, lysosomal * Transport, extracellular * Transport, extracellular * Tryptophan metabolism * Transport, lysosomal * Transport, extracellular * Transport, extracellular * Transport, extracellular
EX_hdl_hs[e]	Transport, mitochondrial * Transport, extracellular * Transport, extracellular * Tryptophan metabolism * Transport, lysosomal * Transport, extracellular * Transport, extracellular * Tryptophan metabolism * Transport, lysosomal * Transport, extracellular * Transport, extracellular * Transport, extracellular
EX_HC00005[e]	Transport, mitochondrial * Transport, extracellular * Transport, extracellular * Methionine and cysteine metabolism * Tyrosine metabolism * Tyrosine metabolism * Tyrosine metabolism * Tyrosine metabolism * Tyrosine metabolism * Transport, mitochondrial * Transport, extracellular * Transport, extracellular * Transport, extracellular
EX_HC00006[e]	Transport, mitochondrial * Transport, extracellular * Transport, extracellular * Methionine and cysteine metabolism * Tyrosine metabolism * Tyrosine metabolism * Tyrosine metabolism * Tyrosine metabolism * Tyrosine metabolism * Ubiquinone synthesis * Transport, extracellular * Transport, extracellular * Transport, extracellular
EX_HC00007[e]	Transport, mitochondrial * Transport, extracellular * Transport, extracellular * Methionine and cysteine metabolism * Tyrosine metabolism * Tyrosine metabolism * Tyrosine metabolism * Tyrosine metabolism * Tyrosine metabolism * Ubiquinone synthesis * Transport, extracellular * Transport, extracellular * Transport, extracellular
EX_HC00008[e]	Transport, mitochondrial * Transport, extracellular * Transport, extracellular * Methionine and cysteine metabolism * Tyrosine metabolism * Tyrosine metabolism * Tyrosine metabolism * Tyrosine metabolism * Tyrosine metabolism * Sphingolipid metabolism * Transport, extracellular * Transport, extracellular * Transport, extracellular
EX_HC00009[e]	Transport, mitochondrial * Transport, extracellular * Transport, extracellular * Methionine and cysteine metabolism * Tyrosine metabolism * Tyrosine metabolism * Tyrosine metabolism * Tyrosine metabolism * Tyrosine metabolism * Tryptophan metabolism * Transport, extracellular * Transport, extracellular * Transport, extracellular
DOPASULT4	Tyrosine metabolism * Transport, mitochondrial * Ubiquinone synthesis * Transport, mitochondrial * Arginine and proline metabolism * Transport, mitochondrial * Tyrosine metabolism * Tyrosine metabolism * Valine, leucine, and isoleucine metabolism
UDPG4DOPA	Transport, mitochondrial * Tyrosine metabolism * Ubiquinone synthesis * Taurine and hypotaurine metabolism * Valine, leucine, and isoleucine metabolism * Tyrosine metabolism * Transport, mitochondrial * Ubiquinone synthesis * Transport, mitochondrial
UDPG3DOPA	Transport, mitochondrial * Tyrosine metabolism * Ubiquinone synthesis * Taurine and hypotaurine metabolism * Transport, nuclear * Tyrosine metabolism * Transport, mitochondrial * Ubiquinone synthesis * Transport, mitochondrial
TYRDOPOX	Tyrosine metabolism * Transport, extracellular * Transport, extracellular * Tyrosine metabolism * Transport, mitochondrial * Ubiquinone synthesis * Transport, mitochondrial * Transport, extracellular
34DHPEAR	Transport, nuclear * Valine, leucine, and isoleucine metabolism * Tyrosine metabolism * Methionine and cysteine metabolism * Ubiquinone synthesis * Transport, mitochondrial * Transport, mitochondrial * Transport, extracellular
DOPA4SFt	Tyrosine metabolism * Transport, mitochondrial * Ubiquinone synthesis * Transport, mitochondrial * Valine, leucine, and isoleucine metabolism * Arginine and proline metabolism * Taurine and hypotaurine metabolism * Transport, mitochondrial
EX_dopa4sf[e]	Transport, mitochondrial * Transport, extracellular * Transport, extracellular * Transport, lysosomal * Transport, lysosomal * Transport, mitochondrial * Transport, extracellular * Valine, leucine, and isoleucine metabolism * Transport, lysosomal * Tryptophan metabolism * Transport, extracellular * Transport, extracellular * Transport, extracellular
DOPA4GLCURt	Tyrosine metabolism * Transport, mitochondrial * Ubiquinone synthesis * Transport, mitochondrial * Valine, leucine, and isoleucine metabolism * Taurine and hypotaurine metabolism * Tyrosine metabolism * Tyrosine metabolism * Transport, mitochondrial * Transport, extracellular * Transport, mitochondrial
EX_dopa4glcur[e]	Transport, mitochondrial * Transport, extracellular * Transport, extracellular * Transport, lysosomal * Transport, lysosomal * Transport, mitochondrial * Transport, extracellular * Valine, leucine, and isoleucine metabolism * Transport, extracellular * Transport, extracellular * Heme synthesis * Transport, endoplasmic reticular * Transport, endoplasmic reticular * Transport, extracellular * Transport, extracellular * Transport, extracellular
DOPA3GLCURt	Tyrosine metabolism * Transport, mitochondrial * Ubiquinone synthesis * Transport, mitochondrial * Transport, nuclear * Taurine and hypotaurine metabolism * Tyrosine metabolism * Tyrosine metabolism * Transport, mitochondrial * Transport, extracellular * Transport, mitochondrial
EX_dopa3glcur[e]	Transport, mitochondrial * Transport, extracellular * Transport, extracellular * Transport, lysosomal * Transport, lysosomal * Transport, mitochondrial * Transport, extracellular * Transport, nuclear * Transport, extracellular * Transport, extracellular * Heme synthesis * Transport, endoplasmic reticular * Transport, endoplasmic reticular * Transport, extracellular * Transport, extracellular * Transport, extracellular
DOPACHRMDC	Tyrosine metabolism * Transport, mitochondrial * Ubiquinone synthesis * Transport, mitochondrial * Tyrosine metabolism * Methionine and cysteine metabolism * Transport, extracellular * Tyrosine metabolism * Tyrosine metabolism * Tyrosine metabolism
CE5026t	Tyrosine metabolism * Transport, mitochondrial * Transport, mitochondrial * Tyrosine metabolism * Tyrosine metabolism * Ubiquinone synthesis * Transport, mitochondrial
GGTe_1	Taurine and hypotaurine metabolism * Taurine and hypotaurine metabolism * Tyrosine metabolism * Transport, extracellular * Transport, extracellular * Ubiquinone synthesis
CYSGLYPTASEe_1	Tyrosine metabolism * Transport, extracellular * Arginine and proline metabolism * Taurine and hypotaurine metabolism * Tyrosine metabolism * Transport, extracellular * Ubiquinone synthesis * Tyrosine metabolism * Transport, mitochondrial * Arginine and proline metabolism * Transport, mitochondrial * Transport, extracellular * Transport, extracellular * Ubiquinone synthesis
CE1261t	Tyrosine metabolism * Transport, mitochondrial * Ubiquinone synthesis * Tyrosine metabolism * Ubiquinone synthesis * Ubiquinone synthesis * Transport, mitochondrial
DOPAOQNOX	Tyrosine metabolism * Transport, mitochondrial * Ubiquinone synthesis * Transport, mitochondrial * Transport, mitochondrial * Ubiquinone synthesis * Tyrosine metabolism * Transport, mitochondrial * Transport, extracellular
DOPACCL	Tyrosine metabolism * Transport, mitochondrial * Ubiquinone synthesis * Transport, mitochondrial * Tyrosine metabolism * Tyrosine metabolism * Tyrosine metabolism
DOPAOQCYS	Tyrosine metabolism * Transport, mitochondrial * Ubiquinone synthesis * Transport, mitochondrial * Transport, mitochondrial * Ubiquinone synthesis * Tyrosine metabolism * Transport, extracellular * Arginine and proline metabolism
LACROX	Tyrosine metabolism * Transport, mitochondrial * Tyrosine metabolism * Transport, extracellular * Transport, mitochondrial * Transport, extracellular
NADPQNOXR	Tyrosine metabolism * Transport, mitochondrial * Tyrosine metabolism * Ubiquinone synthesis * Ubiquinone synthesis * Tyrosine metabolism * Transport, mitochondrial * Transport, extracellular * Transport, extracellular
NADQNOXR	Tyrosine metabolism * Transport, mitochondrial * Tyrosine metabolism * Ubiquinone synthesis * Tyrosine metabolism * Transport, mitochondrial * Transport, extracellular * Transport, extracellular
DACT	Tyrosine metabolism * Transport, mitochondrial * Tyrosine metabolism * Tyrosine metabolism
DACGST	Tyrosine metabolism * Transport, mitochondrial * Tyrosine metabolism * Taurine and hypotaurine metabolism * Arginine and proline metabolism * Tyrosine metabolism
TYRDHINDOX	Tyrosine metabolism * Transport, extracellular * Transport, extracellular * Tyrosine metabolism * Methionine and cysteine metabolism * Methionine and cysteine metabolism * Tyrosine metabolism * Tyrosine metabolism * Transport, mitochondrial * Transport, extracellular
4GLU56DIHDINDt	Valine, leucine, and isoleucine metabolism * Taurine and hypotaurine metabolism * Tyrosine metabolism * Transport, mitochondrial * Transport, mitochondrial * Ubiquinone synthesis * Tyrosine metabolism * Methionine and cysteine metabolism * Methionine and cysteine metabolism * Tyrosine metabolism * Methionine and cysteine metabolism * Tyrosine metabolism * Tyrosine metabolism * Transport, mitochondrial
EX_4glu56dihdind[e]	Transport, mitochondrial * Transport, extracellular * Transport, extracellular * Valine, leucine, and isoleucine metabolism * Transport, extracellular * Transport, extracellular * Transport, endoplasmic reticular * Transport, mitochondrial * Ubiquinone synthesis * Transport, lysosomal * Tryptophan metabolism * Tryptophan metabolism * Transport, lysosomal * Tryptophan metabolism * Transport, mitochondrial * Transport, lysosomal * Transport, extracellular * Transport, extracellular * Transport, extracellular
5CYSDOPAt	Transport, mitochondrial * Tyrosine metabolism * Transport, extracellular * Arginine and proline metabolism * Tyrosine metabolism * Transport, mitochondrial * Ubiquinone synthesis * Transport, mitochondrial * Transport, mitochondrial
EX_5cysdopa[e]	Transport, mitochondrial * Transport, extracellular * Transport, extracellular * Transport, mitochondrial * Heme synthesis * Transport, mitochondrial * Transport, lysosomal * Transport, lysosomal * Transport, lysosomal * Transport, mitochondrial * Transport, extracellular * Transport, extracellular * Transport, extracellular * Transport, extracellular
CE5025t	Tyrosine metabolism * Transport, mitochondrial * Transport, mitochondrial * Tyrosine metabolism * Tyrosine metabolism * Transport, mitochondrial * Transport, mitochondrial
EX_CE5025[e]	Transport, mitochondrial * Transport, extracellular * Transport, extracellular * Tyrosine metabolism * Transport, mitochondrial * Transport, mitochondrial * Tyrosine metabolism * Tyrosine metabolism * Transport, mitochondrial * Transport, extracellular * Transport, extracellular * Transport, extracellular
CE2172t	Tyrosine metabolism * Transport, mitochondrial * Tyrosine metabolism * Ubiquinone synthesis * Ubiquinone synthesis * Tyrosine metabolism * Transport, mitochondrial
